gorinch01,2/6/1928,Waco TX,USA,,,,Charlie,Gorin,165,70,L,L,5/29/1954,4/17/1955
greasbi01,9/3/1924,Atlanta GA,USA,,,,Bill,Greason,170,70,R,R,5/31/1954,6/20/1954
rombedu01,5/26/1927,Klingerstown PA,USA,5/26/1983,Weikert PA,USA,Dutch,Romberger,185,72,R,R,5/31/1954,8/1/1954
tremebi01,7/4/1929,Lilly PA,USA,,,,Bill,Tremel,180,71,R,R,6/12/1954,4/27/1956
murphdi01,10/25/1931,Cincinnati OH,USA,,,,Dick,Murphy,170,71,L,L,6/13/1954,9/13/1954
jacksro01,10/22/1933,Kalamazoo MI,USA,,,,Ron,Jackson,225,79,R,R,6/15/1954,5/15/1960
commaji01,10/15/1928,Grand Rapids MI,USA,,,,Jim,Command,200,74,L,R,6/20/1954,9/20/1955
mroziro01,9/16/1930,White Haven PA,USA,10/19/2005,Washington NJ,USA,Ron,Mrozinski,160,71,R,L,6/20/1954,9/9/1955
odellbi01,2/10/1932,Whitmire SC,USA,,,,Billy,O'Dell,170,71,B,L,6/20/1954,9/12/1967
valenvi01,9/16/1928,West New York NJ,USA,,,,Vito,Valentinetti,195,72,R,R,6/20/1954,5/11/1959
killeha01,6/29/1936,Payette ID,USA,,,,Harmon,Killebrew,213,71,R,R,6/23/1954,9/26/1975
lawrebr01,1/30/1925,Springfield OH,USA,4/27/2000,Springfield OH,USA,Brooks,Lawrence,205,72,R,R,6/24/1954,5/1/1960
kemmeru01,11/1/1931,Pittsburgh PA,USA,,,,Russ,Kemmerer,200,75,R,R,6/27/1954,6/23/1963
beardra01,2/11/1929,Cincinnati OH,USA,2/10/2003,West Palm Beach FL,USA,Ralph,Beard,200,77,R,R,6/29/1954,9/9/1954
morynwa01,4/12/1926,St. Paul MN,USA,7/21/1996,Winfield IL,USA,Walt,Moryn,205,74,L,R,6/29/1954,9/28/1961
cunnijo01,8/27/1931,Paterson NJ,USA,,,,Joe,Cunningham,190,73,L,L,6/30/1954,4/17/1966
monzara01,1/4/1933,Maracaibo ,Venezuela,8/10/2001,Maracaibo ,Venezuela,Ramon,Monzant,165,72,R,R,7/2/1954,4/25/1960
wojeype01,12/1/1919,Stowe PA,USA,4/23/1991,Mobile AL,USA,Pete,Wojey,185,71,R,R,7/2/1954,4/25/1957
zimmedo01,1/17/1931,Cincinnati OH,USA,,,,Don,Zimmer,177,69,R,R,7/2/1954,10/2/1965
peppela01,1/18/1931,Vaughan MS,USA,,,,Laurin,Pepper,190,71,R,R,7/4/1954,6/6/1957
raethha01,10/10/1932,Lake Mills WI,USA,,,,Hal,Raether,185,73,R,R,7/4/1954,5/19/1957
gielpa01,2/29/1932,Winona MN,USA,5/22/2002,Minneapolis MN,USA,Paul,Giel,185,71,R,R,7/10/1954,6/2/1961
grayjo01,12/11/1926,West Palm Beach FL,USA,,,,Johnny,Gray,226,76,R,R,7/18/1954,7/16/1958
strahdi01,12/4/1923,Evanston IL,USA,5/26/1988,Las Vegas NV,USA,Dick,Strahs,192,72,L,R,7/24/1954,9/6/1954
hurdto01,5/27/1924,Danville VA,USA,9/5/1982,Waterloo IA,USA,Tom,Hurd,155,69,R,R,7/30/1954,9/29/1956
castlfo01,1/1/1931,Nashville TN,USA,,,,Foster,Castleman,175,72,R,R,8/4/1954,9/28/1958
lasorto01,9/22/1927,Norristown PA,USA,,,,Tommy,Lasorda,175,70,L,L,8/5/1954,7/8/1956
jonesgo01,4/2/1930,Portland OR,USA,4/25/1994,Lodi CA,USA,Gordon,Jones,190,72,R,R,8/6/1954,9/11/1965
darnebo01,11/6/1930,Wewoka OK,USA,1/3/1995,Fredersburg TX,USA,Bob,Darnell,175,70,R,R,8/10/1954,4/29/1956
morgave01,8/8/1928,Emporia VA,USA,11/8/1975,Minneapolis MN,USA,Vern,Morgan,190,73,L,R,8/10/1954,5/1/1955
osterbi01,1/2/1933,New York NY,USA,,,,Bill,Oster,198,75,L,L,8/23/1954,9/25/1954
taylojo01,3/2/1926,Chapman AL,USA,3/18/1993,Pittsburgh PA,USA,Joe,Taylor,185,73,R,R,8/26/1954,7/21/1959
kingch01,11/10/1930,Paris TN,USA,,,,Chick,King,190,74,R,R,8/27/1954,5/30/1959
dietzro01,1/9/1931,Baltimore MD,USA,,,,Roy,Dietzel,190,72,R,R,9/2/1954,9/24/1954
